,Book number,P,phi Er,phi,blend_calculated,fuel ,oxidizer,blend,T_in C,T_in,U,T,CO2,CO2 Er,CO,CO Er,H2O,H2O Er,NO,NO Er,NO2,NO2 Er,N2O,N2O Er,NH3,NH3 Er,X_CH4,CH4 Er,HCN,HCN Er, HNCO,HNCO Er,HCHO,HCHO Er,H2,H2 Er,O2,O2 Er,P,phi Er,phi,blend_calculated,fuel ,oxidizer,blend,T_in,U,T,CO2,CO2 Er,CO,CO Er,H2O,H2O Er,NO,NO Er,NO2,NO2 Er,N2O,N2O Er,NH3,NH3 Er,X_CH4,CH4 Er,HCN,HCN Er, HNCO,HNCO Er,HCHO,HCHO Er,H2,H2 Er,O2,O2 Er
3,22,0.101351384,0.006011068,1.196399333,0.780497868,"NH3:0.219502132, H2: 0.780497868","""O2: 0.21, N2: 0.79""",0.1,25.8040404,298.9540404,0.772399324,677.1725589,62715.82327,0,34129.14541,50,203224.5593,3500,4609.872416,50,1.601767338,10,5.204720358,10,4.112475839,0.2,-0.372102908,10,0.307096197,5,1.086080537,5.15,-0.017158837,10,2.131022796,0.2,0.424418927,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,0.101351384,0.007346146,1.252120605,0.780535795,"NH3:0.219464205, H2: 0.780535795","""O2: 0.21, N2: 0.79""",0.1,25.42142857,298.5714286,0.674203082,651.7957672,59277.83626,0,39387.74659,50,201185.7329,3500,3813.345302,50,1.539980507,10,4.827699805,10,4.417691618,0.2,-0.183391813,10,0.351701754,5,1.321173489,5.14,-0.04497076,10,2.606876328,0.2,0.405814932,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,0.101351384,0.008831414,1.299693356,0.780521262,"NH3:0.219478738, H2: 0.780521262","""O2: 0.21, N2: 0.79""",0.1,25.28723404,298.437234,0.575656883,634.0304965,55834.41913,0,45128.40774,50,198504.7608,3500,2646.98426,50,1.327904328,10,4.164692483,10,5.448833941,0.2,-0.456127563,10,0.692234624,5,1.278298405,5.13,-0.040068337,10,3.180552562,0.2,0.386983993,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,22,0.101351384,0.010890934,1.347087906,0.780579082,"NH3:0.219420918, H2: 0.780579082","""O2: 0.21, N2: 0.79""",0.1,25.14939759,298.2993976,0.485730835,620.9443775,52693.07073,0,50966.61463,50,195257.4659,3500,1180.231585,50,1.428390244,10,3.113878049,10,10.42023902,0.2,-0.219536585,10,13.42962927,5,1.552270732,5.12,-0.020073171,10,3.895626709,0.2,0.36734161,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34,0.100738103,0.006920937,0.650366048,0.780207625,"NH3:0.219792375, H2: 0.780207625","""O2: 0.21, N2: 0.79""",0.1,23.421875,296.571875,0.342212254,571.7580729,64345.77237,2342.013711,6.004730732,69.26081409,137525.7977,7059.467035,3914.62775,161.6472115,97.38555586,14.31958865,-0.392907462,13.85214607,5.022475886,0.333543762,0.04574211,13.85213283,0.330715454,6.926131594,22.21007277,6.974967926,-0.274409506,13.85214059,-3.134977447,0.304453078,5.866875426,0.408568097,0.100738103,0.007076426,0.656287833,0.780326413,"NH3:0.219673587, H2: 0.780326413","""O2: 0.21, N2: 0.79""",0.1,296.55,0.339320079,571.5364583,64345.77237,2342.013711,5.800636425,69.25602734,139406.5196,7102.027158,4028.936754,165.2081532,96.37779478,14.30719417,-0.092685131,13.85118261,3.993092996,0.313984408,0.053944669,13.85118046,0.378826883,6.925657586,22.90186203,6.977361328,-0.324237726,13.85119038,-2.588217839,0.296800792,5.747885545,0.405989062
0,34,0.100738103,0.006946302,0.651161444,0.780165691,"NH3:0.219834309, H2: 0.780165691","""O2: 0.21, N2: 0.79""",0.1,23.45873016,296.6087302,0.341841734,578.9007937,63237.15741,0,6.747808642,50,140032.4383,3500,3977.78037,50,158.5462654,10,0.136759259,10,2.770194444,0.2,5.106697531,10,0.537203704,5,18.12864506,5,-0.285493827,10,0.129632413,0.2,5.568911581,0.25,0.101099977,0.005764175,0.750578264,0.780327076,"NH3:0.219672923571429, H2: 0.780327076428571","""O2: 0.21, N2: 0.79""",0.1,297.031258,0.536662132,585.0540173,67835.91778,2647.09571,20.06633348,67.8830963,150817.3944,6964.027877,5008.861114,386.3558881,138.7026763,27.2893314,-0.665799238,13.55313231,1.454854562,0.829690077,-0.408567658,11.40932615,0.167424316,6.778290366,25.82166611,9.811746834,-0.164009059,13.54822083,-2.448138725,1.702604787,4.568660599,0.456188522
0,34,0.100738103,0.007076426,0.656287833,0.780326413,"NH3:0.219673587, H2: 0.780326413","""O2: 0.21, N2: 0.79""",0.1,23.4,296.55,0.339320079,571.5364583,64345.77237,2342.013711,5.800636425,69.25602734,139406.5196,7102.027158,4028.936754,165.2081532,96.37779478,14.30719417,-0.092685131,13.85118261,3.993092996,0.313984408,0.053944669,13.85118046,0.378826883,6.925657586,22.90186203,6.977361328,-0.324237726,13.85119038,-2.588217839,0.296800792,5.747885545,0.405989062,0.101160289,0.004790308,0.800183585,0.780309251,"NH3:0.2196907495, H2: 0.7803092505","""O2: 0.21, N2: 0.79""",0.1,297.0470749,0.627843206,599.3263048,72262.76415,2855.754957,31.18601693,71.11925602,160891.1816,7837.506936,5625.456523,482.1408823,136.0972963,17.97915612,-0.903856192,14.22169068,1.041348989,0.744887798,-0.490696657,11.69173818,0.117903427,7.112186059,28.95141853,10.55274157,-0.130139843,14.21680226,-2.798171288,0.799990662,3.536231968,0.596853446
2,34,0.100738103,0.005795009,0.70078718,0.780527875,"NH3:0.219472125, H2: 0.780527875","""O2: 0.21, N2: 0.79""",0.1,23.34538462,296.4953846,0.444083332,585.8217949,66552.68245,2305.99807,10.30538161,69.23152108,142658.3853,7125.985264,4178.103447,167.9395704,106.5669732,14.38445341,-0.260272201,13.84615158,3.598097975,0.306764569,-0.080833627,13.84614653,0.452836534,6.923147633,25.27697707,6.984169749,-0.322256151,13.84615405,-2.535235217,0.295521099,5.40423201,0.398078418,0.101044744,0.00432591,0.951692776,0.780396952,"NH3:0.2196030485, H2: 0.7803969515","""O2: 0.21, N2: 0.79""",0.1,297.9267036,0.864961084,670.5512541,86028.17783,3108.186585,598.7062845,118.737627,192081.6185,8357.831428,6460.36285,528.4405748,53.84197412,31.80590163,1.038899259,14.84061285,1.099086592,0.35042772,-0.462105663,14.84013865,-0.042220722,7.41837438,35.23312264,8.349915376,-0.06902028,14.83597829,-2.669130858,1.281590319,0.959777326,0.426478254
1,34,0.100738103,0.005787817,0.70116559,0.780474995,"NH3:0.219525005, H2: 0.780474995","""O2: 0.21, N2: 0.79""",0.1,23.29416667,296.4441667,0.443838354,591.1413889,65505.29054,0,11.54233108,50,146858.2432,3500,4214.043649,50,167.7477027,10,-0.336959459,10,3.734558108,0.2,-0.171993243,10,0.558513514,5,21.54965541,5,-0.254087838,10,0.120850989,0.2,5.122714177,0.25,0.101044744,0.004260478,0.999082629,0.780506738,"NH3:0.219493262, H2: 0.780506738","""O2: 0.21, N2: 0.79""",0.1,298.133103,0.909599962,688.533589,86559.34928,2606.599647,4051.274117,1709.144348,196693.7757,8571.118305,6345.408984,533.3409477,7.668632141,15.70992852,10.24948548,14.82869858,1.415373986,0.637129238,-0.498462984,14.81469089,-0.029244344,7.41548597,7.187228143,8.234639013,-0.078796166,14.81293651,-2.617709472,1.217715917,0.442285893,0.429499305
3,34,0.100738103,0.005795003,0.701508107,0.780687683,"NH3:0.219312317, H2: 0.780687683","""O2: 0.21, N2: 0.79""",0.1,23.377,296.527,0.443796771,585.0103333,66552.68245,2305.99807,10.3732646,69.22800629,141031.186,7088.957541,4129.209573,166.5534402,106.7746266,14.38773215,-0.870904811,13.84548585,2.95394863,0.297800554,-0.15654134,13.84544188,0.256163376,6.922785518,25.14924112,6.9834208,-0.27213566,13.84544563,-3.089645655,0.302871321,5.436728991,0.398820629,0.101351384,0.005309855,1.099132474,0.780503301,"NH3:0.219496699, H2: 0.780503301","""O2: 0.21, N2: 0.79""",0.1,299.1141447,0.901267223,692.8098904,73494.24801,2514.357753,19259.87732,789.9834049,195101.7072,9578.376837,5804.540909,271.5525299,4.34320809,15.92993479,7.699722508,15.93001954,4.052734702,0.419101805,-0.78566422,15.93172557,-0.156463958,7.963508308,1.611340509,8.286444386,0.091178839,15.92684472,-3.035167598,0.344178916,0.591948183,0.39994992
4,34,0.100738103,0.005211471,0.75229724,0.780245761,"NH3:0.219754239, H2: 0.780245761","""O2: 0.21, N2: 0.79""",0.1,23.55,296.7,0.535996961,602.2669192,69934.17515,2256.967571,16.25541134,69.16416145,150068.5455,7215.549719,4659.353865,179.9361551,118.7496957,14.46468383,-0.572523415,13.83241918,2.132452031,0.288161289,-0.308629339,13.83240588,0.35291685,6.916274553,28.90913829,6.992079882,-0.286801409,13.83240507,-2.504703877,0.294109714,4.714120672,0.384509652,0.100738103,0.023523344,1.234050852,0.780437125,"NH3:0.219562874666667, H2: 0.780437125333333","""O2: 0.21, N2: 0.79""",0.1,297.5018315,0.708928005,663.0386088,61731.05565,2150.1049,40697.43359,66.33981797,194029.5896,8168.891799,3535.068007,647.7235873,1.239051378,35.18233784,5.2566354,13.21094288,4.546632494,1.09042516,-0.371386353,11.31366895,0.402629351,6.609412144,1.604181979,9.111128248,-0.149864054,13.20665536,0.75430681,2.24512796,0.177319537,0.896053938
2,34,0.100738103,0.00518791,0.753299902,0.780494041,"NH3:0.219505959, H2: 0.780494041","""O2: 0.21, N2: 0.79""",0.1,23.65,296.8,0.535573134,608.9057377,68768.5596,0,18.21036424,50,153684.9768,3500,4640.030265,50,188.0498344,10,-0.481622517,10,1.594524503,0.2,-0.071092715,10,0.612711921,5,22.75219205,5,-0.264536424,10,0.11498871,0.2,4.421889226,0.25,0.101351384,0.026820967,1.299693356,0.780521262,"NH3:0.219478738, H2: 0.780521262","""O2: 0.21, N2: 0.79""",0.1,298.437234,0.575656883,634.0304965,55834.41913,2141.619149,45128.40774,66.35031461,198504.7608,9411.463762,2646.98426,772.6109402,1.327904328,31.86228224,4.164692483,13.17402685,5.448833941,1.065983552,-0.456127563,11.27692886,0.692234624,6.590650106,1.278298405,9.469152473,-0.040068337,13.16943417,3.180552562,2.232256154,0.386983993,0.829272547
5,34,0.100738103,0.005219051,0.754148672,0.780307625,"NH3:0.219692375, H2: 0.780307625","""O2: 0.21, N2: 0.79""",0.1,23.61619718,296.7661972,0.534926064,602.7997653,69934.17515,2256.967571,16.5537002,69.17756649,149109.3337,7199.579388,4629.655605,179.3020826,120.12552,14.48445829,-1.178534074,13.8351352,2.665265023,0.293614619,-0.329266085,13.83506771,0.202758589,6.917600357,28.65014497,6.992377255,-0.262793175,13.83506524,-3.029074896,0.300689458,4.690323034,0.384368699,0.100738103,0.023218902,1.302158793,0.780393992,"NH3:0.219606008, H2: 0.780393992","""O2: 0.21, N2: 0.79""",0.1,297.4761539,0.577271882,641.7910256,57390.05298,2504.632145,47620.09036,72.6860419,188854.1318,9978.84942,2105.48161,672.9116854,1.501641529,19.40095157,4.621171039,14.46524434,6.09877185,1.168734109,-0.433258195,10.67198934,1.196197145,7.233329268,1.328505702,11.75601339,-0.172739232,14.46156575,0.339082891,0.876808491,0.117179887,0.928725244
6,34,0.100738103,0.00473339,0.801050535,0.780541454,"NH3:0.219458546, H2: 0.780541454","""O2: 0.21, N2: 0.79""",0.1,23.45,296.6,0.627716322,619.3045894,74377.32866,2205.644247,31.25691725,69.04453312,160637.7981,7350.654425,5096.255089,188.7925771,123.2854251,14.44595091,-0.807232855,13.80731748,1.82001168,0.285020726,-0.087908765,13.80728428,0.375961114,6.903725512,32.29989837,6.992488847,-0.225572584,13.80728719,-2.424152965,0.291851544,3.773271746,0.369741791,0.100738103,0.027464946,1.354097613,0.780429987,"NH3:0.219570013, H2: 0.780429987","""O2: 0.21, N2: 0.79""",0.1,297.2986184,0.485596755,631.3688816,53661.5615,2510.549422,55663.16003,74.24690683,188712.5491,9848.844618,550.3471984,802.0668634,0.54635305,17.06155995,3.564600696,14.30029064,42.14762708,0.855013657,-0.286620996,12.3108017,83.39212836,7.149938654,3.090750721,9.945871014,0.11339957,14.28848945,2.817871513,1.083757212,0.098675924,1.13317322
7,34,0.100738103,0.00473618,0.801279921,0.780575148,"NH3:0.219424852, H2: 0.780575148","""O2: 0.21, N2: 0.79""",0.1,23.48515625,296.6351563,0.627603609,621.184375,74377.32866,2205.644247,31.37125281,68.93895482,159562.9137,7307.176887,5041.192362,186.5691175,124.4321189,14.43415945,-1.312908831,13.78624548,1.781978165,0.284307527,-0.33522933,13.78616893,0.375318116,6.893164713,31.1586326,6.975484409,-0.295572451,13.78616756,-2.912739459,0.296803457,3.77729221,0.369182009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,34,0.100738103,0.004423173,0.849206556,0.780534965,"NH3:0.219465035, H2: 0.780534965","""O2: 0.21, N2: 0.79""",0.1,23.80074627,296.9507463,0.719149517,641.2955224,78988.5201,2160.338374,72.76490825,68.84842698,168958.2197,7385.496378,5587.642562,197.5304773,117.433099,14.30034963,-0.793740221,13.76133672,1.307829541,0.281049807,-0.059020477,13.76130784,0.24782484,6.88074056,34.50205126,6.974720472,-0.286146648,13.76131217,-2.341708687,0.289244338,2.762305556,0.357613192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,34,0.100738103,0.004427574,0.849975445,0.780426513,"NH3:0.219573487, H2: 0.780426513","""O2: 0.21, N2: 0.79""",0.1,23.87083333,297.0208333,0.718764783,641.1424383,78988.5201,2160.338374,73.82500448,68.71294581,168707.8808,7355.20192,5545.68756,195.4576802,118.71468,14.28118688,-1.112810379,13.73407423,1.541642714,0.281719455,-0.151766707,13.734021,0.093827353,6.867094099,35.17925816,6.96415925,-0.329769133,13.73402533,-2.806098024,0.293223689,2.753111775,0.35678607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34,0.100738103,0.004331606,0.903364779,0.78049308,"NH3:0.21950692, H2: 0.78049308","""O2: 0.21, N2: 0.79""",0.1,23.7219697,296.8719697,0.797717432,661.8782828,83618.20003,2134.200863,201.5401469,69.17827698,179571.0298,7479.19243,5921.652894,200.7324326,92.15898903,14.08485598,-0.897238415,13.77611858,1.286274609,0.281427706,-0.22392456,13.77608874,0.085043416,6.88813683,38.38911055,6.995515148,-0.278044653,13.77608991,-2.714412728,0.292116205,1.706059511,0.350912786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,34,0.100738103,0.004342645,0.904721298,0.780463731,"NH3:0.219536269, H2: 0.780463731","""O2: 0.21, N2: 0.79""",0.1,23.70229885,296.8522989,0.796694588,659.4296935,83618.20003,2134.200863,204.5012772,69.17179291,181798.574,7527.462522,6004.433251,202.9854218,91.21539335,14.07503979,-0.709536906,13.77318526,1.336102662,0.281590592,-0.147881421,13.77316586,0.13375972,6.886676529,39.85663707,7.002104395,-0.199727069,13.77316668,-2.249995916,0.287941757,1.699540233,0.350799729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,34,0.100738103,0.004184986,0.951872379,0.780555207,"NH3:0.219444793, H2: 0.780555207","""O2: 0.21, N2: 0.79""",0.1,23.75307692,296.9030769,0.86499028,675.5948718,87797.99081,2116.81207,665.9308406,71.74963238,190845.0661,7579.480019,6024.599692,197.1793274,46.43701796,13.8297171,0.843794661,13.75624063,1.290627222,0.281201554,-0.142609627,13.75621797,0.053182033,6.878209531,38.91729646,6.980949844,-0.161624244,13.75621819,-2.60956807,0.28986638,0.801276565,0.347421791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34,0.100738103,0.004315408,0.952843972,0.780545075,"NH3:0.219454925, H2: 0.780545075","""O2: 0.21, N2: 0.79""",0.1,24.00070423,297.1507042,0.864891597,681.0556338,87797.99081,2116.81207,687.4838221,71.97912121,192195.6209,7617.7886,6077.308573,198.8902258,45.14387299,13.83249798,1.40792712,13.7629805,1.196445843,0.280950256,-0.18553609,13.76291539,-0.081265373,6.881558457,37.49577427,6.977130351,-0.098761543,13.76291445,-2.164742937,0.286522391,0.768616168,0.347521061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,34,0.100738103,0.00418732,0.998380913,0.780505263,"NH3:0.219494737, H2: 0.780505263","""O2: 0.21, N2: 0.79""",0.1,24.13313953,297.2831395,0.911077849,687.1226744,87551.63919,2124.240487,5521.012883,183.8460372,198333.0867,7796.968831,5964.259302,196.5950435,4.008196266,13.7966198,10.80060227,13.80008472,1.805394185,0.28468777,-0.2131515,13.79607146,0.33905146,6.898143468,4.807184202,6.89972101,-0.226359047,13.79607167,-2.107323984,0.286872826,0.257144775,0.347674666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,34,0.100738103,0.004213968,0.999735838,0.78052936,"NH3:0.21947064, H2: 0.78052936","""O2: 0.21, N2: 0.79""",0.1,24.11746032,297.2674603,0.909788847,692.5306878,87551.63919,2124.240487,5525.678477,183.8385888,196244.1844,7741.293973,5895.406709,194.4560715,2.447727498,13.7905299,10.67934088,13.79424653,1.983947665,0.285686272,-0.495278431,13.79033509,0.232179382,6.895267745,3.735295302,6.89621831,-0.078491722,13.79032637,-2.567630024,0.290322155,0.259262391,0.347533487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,34,0.100738103,0.005334768,1.149990863,0.780324421,"NH3:0.219675579, H2: 0.780324421","""O2: 0.21, N2: 0.79""",0.1,24.41358025,297.5635803,0.850881162,679.2302469,68869.06229,2264.183501,30908.16241,1107.221309,195945.6681,8504.929463,4680.560016,180.967576,1.976782439,13.7777317,6.315793085,13.77935621,4.131873026,0.312781996,-0.247313079,13.77757613,0.334358444,6.888856983,1.917971252,6.889155345,-0.129651713,13.77757286,-0.757881315,0.279514402,0.198520698,0.346241216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,34,0.100738103,0.005288474,1.150961905,0.780401913,"NH3:0.219598087, H2: 0.780401913","""O2: 0.21, N2: 0.79""",0.1,24.4,297.55,0.850203816,680.2164103,68869.06229,2264.183501,30764.09384,1106.001082,194306.5561,8478.979278,4632.049025,179.9288586,1.800095935,13.78714127,6.646191589,13.78900238,4.262837085,0.3153868,-0.366426842,13.78701854,0.218459902,6.893572275,1.442895416,6.893737022,-0.089987289,13.78700981,-1.261573241,0.282295177,0.195903706,0.34647546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,34,0.100738103,0.006096544,1.203240532,0.780313769,"NH3:0.219686231, H2: 0.780313769","""O2: 0.21, N2: 0.79""",0.1,24.55,297.7,0.771282307,675.9119048,63127.78674,0,38590.94524,50,197593.1383,3500,4085.310893,50,0.761210375,10,5.204870317,10,3.852453314,0.2,-0.021585014,10,0.603902017,5,1.698521614,5,-0.173487032,10,2.35699269,0.2,0.223831047,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,34,0.100738103,0.007249331,1.249149852,0.780565988,"NH3:0.219434012, H2: 0.780565988","""O2: 0.21, N2: 0.79""",0.1,24.2,297.35,0.677738789,656.8705882,61032.69011,2399.654327,41486.86716,1579.014389,191466.9636,8734.158553,3264.358699,141.9756215,1.57684615,13.78599038,5.41927926,13.78734587,5.075021262,0.335136294,-0.622186994,13.78591127,0.239704029,6.892996322,1.300153638,6.893137705,-0.166151245,13.78588599,-0.300225675,0.278019948,0.151856074,0.346097773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,34,0.100738103,0.007211305,1.249762172,0.780431619,"NH3:0.219568381, H2: 0.780431619","""O2: 0.21, N2: 0.79""",0.1,24.30549451,297.4554945,0.67776292,656.3333333,61032.69011,2399.654327,42014.48836,1598.017931,193028.6668,8781.230477,3255.53443,141.6309433,1.37909761,13.79383395,5.145756623,13.79506717,4.712422907,0.327670762,-0.47038705,13.79377206,0.364282006,6.896936456,1.813870684,6.897226098,-0.109953886,13.79375603,0.206153414,0.277698005,0.156271489,0.346293905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,34,0.100738103,0.007287539,1.252990238,0.780456605,"NH3:0.219543395, H2: 0.780456605","""O2: 0.21, N2: 0.79""",0.1,24.24912281,297.3991228,0.676315353,663.355848,59419.44654,0,44039.74843,50,196157.9811,3500,3243.555629,50,0.644685535,10,4.719937107,10,4.537383648,0.2,-0.088522013,10,0.658216981,5,1.591827044,5,-0.132075472,10,2.859410399,0.2,0.198976936,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,34,0.100738103,0.008855791,1.302158793,0.780393992,"NH3:0.219606008, H2: 0.780393992","""O2: 0.21, N2: 0.79""",0.1,24.32615385,297.4761539,0.577271882,641.7910256,57390.05298,2477.303166,47620.09036,1861.213027,188854.1318,8815.505112,2105.48161,107.3207699,1.501641529,13.79283369,4.621171039,13.79384028,6.09877185,0.362075591,-0.433258195,13.79275016,1.196197145,6.896537688,1.328505702,6.896570422,-0.172739232,13.79273729,0.339082891,0.277598567,0.117179887,0.346132346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,34,0.100738103,0.008862643,1.302765204,0.780441117,"NH3:0.219558883, H2: 0.780441117","""O2: 0.21, N2: 0.79""",0.1,24.04444444,297.1944444,0.576634214,650.5693122,55914.07859,0,49481.52575,50,198243.6775,3500,2130.131436,50,-0.397479675,10,4.076639566,10,8.285864228,0.2,-0.082140921,10,1.915704607,5,1.465696477,5,-0.207127371,10,3.382354623,0.2,0.177745466,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,34,0.100738103,0.008892885,1.304400741,0.780443029,"NH3:0.219556971, H2: 0.780443029","""O2: 0.21, N2: 0.79""",0.1,24.38571429,297.5357143,0.57667732,641.9277778,57390.05298,2477.303166,48319.30754,1882.960371,190716.2737,8857.445113,2052.576898,105.5563544,1.262543448,13.78944267,4.323949528,13.79033441,6.57313024,0.373682118,-0.267039208,13.78938327,1.508359998,6.894940849,1.711636431,6.895006367,-0.292549489,13.78938446,0.925260769,0.279087415,0.117909826,0.346048503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,34,0.100738103,0.0109503,1.351816554,0.780371728,"NH3:0.219628272, H2: 0.780371728","""O2: 0.21, N2: 0.79""",0.1,24.05136986,297.2013699,0.486190134,626.7034247,54334.2737,2552.193405,54651.76014,2171.991864,187519.5185,8870.531776,638.9065083,26.2895943,0.907652032,13.76262133,3.513024737,13.76323657,35.67987734,7.024573242,-0.306423747,13.76260045,70.44101739,7.426218968,3.362475129,6.882521429,0.082086519,13.76258875,1.832623853,0.284683938,0.063213817,0.345267551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,0.100738103,0.010994489,1.353692619,0.78039714,"NH3:0.21960286, H2: 0.78039714","""O2: 0.21, N2: 0.79""",0.1,24.09934211,297.2493421,0.485652372,626.739693,54334.2737,2552.193405,54718.39542,2179.137873,185872.0452,8828.139858,594.1881034,24.62631562,1.672461701,13.76101765,3.826146402,13.7616622,41.31544153,7.072910522,-0.436093316,13.76090397,82.62430966,7.623542301,3.127586982,6.881507464,0.107756369,13.7608843,1.341461371,0.280734219,0.06244461,0.345225452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,34,0.100738103,0.011013477,1.354502607,0.780462834,"NH3:0.219537166, H2: 0.780462834","""O2: 0.21, N2: 0.79""",0.1,24.19789474,297.3478947,0.485541139,635.9980702,52988.84929,0,56607.92464,50,191553.053,3500,506.5062933,50,-0.579755601,10,3.30305499,10,42.97981263,5,-0.137148676,10,84.15994705,5,3.05391446,5,0.11904277,10,4.294281655,0.2,0.134907238,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,