,phi,grid,T_in,T,P,vel,blend,fuel,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,H2NO,N2H2,HONO,N2H3,N2H4,NH2OH,oxidizer.O2,oxidizer.N2
0,1.044810754,60,297.2,477.8405844,101724.686,0.399093947,0.2NH3,"CH4: 0.612351787, NH3: 0.387648225",0.007304089649956042,4.019894612471551e-06,1.7922604427683746e-09,4.68081451257406e-05,9.916909101398337e-08,0.19690819154903594,4.353638181411912e-09,3.942995509779588e-09,-2.535186197289014e-16,-2.5530703118866734e-16,1.8061885582961952e-16,-2.532867044467898e-16,4.676622683512043e-13,1.2887571639473074e-11,0.010356720258316765,0.07507210158394662,1.7881259030354924e-08,2.3246170680440294e-09,2.4589839804180633e-12,4.507804239357017e-14,1.966425389246207e-12,-2.571831560300031e-16,9.234998104794207e-16,-2.0764887314764767e-16,7.441108487062868e-17,-2.3535959684483506e-16,-5.316922444539755e-17,-2.5680273563558016e-16,2.3711736997633885e-14,-1.239707985692178e-16,6.774576144849086e-12,6.652651335104123e-09,5.29624271857281e-12,1.0710021211663799e-07,1.4964164140350206e-12,0.006220819758599413,1.6894866821305647e-07,0.00010384704260957322,8.752515938282364e-06,-2.4558669068665763e-16,4.3463589433097945e-10,1.9317522419955615e-13,-2.1631108863912122e-16,1.764878243702394e-13,4.2406407456423545e-13,1.7305542809130257e-08,2.6680947323894262e-12,0.7039702255255268,-1.973724520958754e-15,-2.400586650260091e-16,-6.061962253433871e-17,4.114771534237481e-15,2.9311412530689725e-16,8.76994644891125e-12,4.5121430389092565e-15,8.214620351886912e-07,8.58200215766911e-12,4.977449551071088e-12,3.172651512143042e-06,0.21,0.79
0,1.049323311,66,298.1900998,585.9600943,102071.3232,0.24247845,0.2NH3,"CH4: 0.612351787, NH3: 0.387648226",0.007982221067003017,3.828152210294091e-06,1.6715316166427956e-09,2.768790681442259e-05,8.560969019071618e-08,0.19800119223753407,2.215528159528781e-09,1.892437393883545e-09,1.619587050502316e-16,1.6384692132977472e-16,3.7466301666092574e-16,1.6804801691391619e-16,2.320284810138532e-13,5.057529966738736e-12,0.010846988906774227,0.07367944977676051,9.750066610619402e-09,1.014978243069206e-09,1.1847388333326449e-12,9.083372338376364e-15,7.139178520652271e-13,1.60387058449151e-16,-4.914085060102081e-16,7.730754657019468e-17,-9.870044664034951e-17,1.3118057720843776e-16,-2.3607933465228954e-16,1.6276559787986964e-16,1.262774470301551e-14,-6.577767665964071e-17,7.243444668338562e-12,7.405544420751638e-09,7.615955182349344e-12,1.539630192938448e-07,1.7553416398433744e-12,0.005905738674235871,8.751818956146717e-08,0.00010827480034120312,6.466917119658821e-06,1.6795340570359697e-16,5.843235861947118e-10,9.164330321477289e-14,1.1953097092160713e-16,7.006824477811238e-14,5.766988522053411e-13,1.9850114189744673e-08,1.9987013782481876e-12,0.703434119835281,-1.2114053418458576e-15,1.4908686195220655e-16,-1.5107593823341572e-16,1.2126619076707552e-15,2.620643795866158e-17,1.2554374106178885e-11,1.0620485814365423e-14,5.315166760152368e-07,1.0526157620317517e-11,5.667559915358899e-12,3.1286785049088254e-06,0.21,0.79
0,1.053619005,65,297.24,480.1584582,101724.686,0.405951996,0.2NH3,"CH4: 0.612351787, NH3: 0.387648227",0.008657326659126836,4.036275827509444e-06,1.4573501726414837e-09,2.9957333863818625e-05,7.484367319957132e-08,0.19659566760901087,3.031195271559653e-09,2.6012539578769832e-09,1.812785603071761e-16,1.796090231953147e-16,9.138593098915468e-16,1.8578169843499593e-16,7.499435883899567e-13,2.116017660567112e-11,0.01222896544893354,0.07370443374950295,2.239472579240161e-08,3.0189350533164314e-09,4.077935275711366e-12,6.058505472043393e-14,3.2162306118927992e-12,1.8099119708787625e-16,6.855876808466599e-16,1.8991708182496324e-16,-2.161925880702595e-17,1.8500137234639751e-16,-7.718622763417765e-17,1.8712659417809301e-16,4.577647868940592e-14,1.7379925351928088e-16,8.123877347437657e-12,7.535648657199572e-09,6.650638469966808e-12,1.673261736303047e-07,1.4947458168698717e-12,0.005890933096010337,1.1211266330221339e-07,0.00011568879196902821,8.096924894685326e-06,1.9223867560934203e-16,7.088358240845383e-10,3.36888695424112e-13,2.073365301483513e-16,2.728441963001099e-13,5.827661263420853e-13,2.4216610834256027e-08,3.2058881361106636e-12,0.7027607282977179,-1.8717350509736824e-15,1.900307488018199e-16,2.788860490870566e-17,8.598361990210993e-15,9.84074231005379e-16,1.129102643638412e-11,7.413785080825674e-15,7.942678267387394e-07,1.3506024437959722e-11,5.51681915603238e-12,2.952217939468263e-06,0.21,0.79
0,1.07438295,66,297.0366815,475.6795387,102071.3232,0.264841378,0.2NH3,"CH4: 0.612351787, NH3: 0.387648228",0.011173253086677628,2.799029162010568e-06,7.307163834060539e-10,9.434826540486612e-06,3.7052046266883976e-08,0.19594493724369647,8.677458074171406e-10,8.722066052567875e-10,-1.388800520794713e-16,-1.3376574649496456e-16,8.062231652148242e-16,-1.2416645671185644e-16,1.1480332430604072e-12,3.164009718530055e-11,0.015928160191295445,0.0711083185207651,2.9250097617497936e-08,3.9521577219923934e-09,7.052719196918415e-12,7.818487846341522e-14,5.695593109889839e-12,-1.2109348920892333e-16,-3.5201031434907267e-16,-1.2376907959999467e-16,-5.4286892586458917e-17,-1.1788339764296751e-16,-7.082871335867741e-17,-1.1257490811798434e-16,9.800665409391173e-14,-1.171369215087884e-16,6.53429527076299e-12,7.673637258685465e-09,6.485653360244877e-12,4.2357613898289074e-07,9.492518087940617e-13,0.005178063809795939,4.257367397457285e-08,0.0001421408125846708,6.524309053963749e-06,-1.159206859569304e-16,1.8687645271204294e-09,1.0478807123448802e-12,-8.250625137985709e-17,3.98801526655765e-13,1.2616106879010363e-12,4.741219452819329e-08,3.3218715272761623e-12,0.7005025723131106,5.949128978176823e-15,-1.0497921907670533e-16,-9.358334653837137e-17,1.9174146496806574e-14,2.803172485753221e-15,1.948066549649851e-11,1.1810107058863818e-14,5.506867441203119e-07,3.011264297688132e-11,7.073362190796556e-12,2.6492187766316226e-06,0.21,0.79
0,1.077042108,66,297.0077519,474.9684109,102071.3232,0.264314906,0.2NH3,"CH4: 0.612351787, NH3: 0.387648229",0.011480150447577027,2.8183001701775726e-06,7.311643298831201e-10,8.661232868158715e-06,3.598119377566781e-08,0.1959166434960213,8.191546623326299e-10,8.235225149461402e-10,2.1019238373749242e-16,2.0868137839922836e-16,1.2630554761880039e-15,2.1916529113450342e-16,1.2494273621985116e-12,3.4937536349517636e-11,0.016343769581447152,0.07080490054769464,3.0670818221830404e-08,4.1925179598503026e-09,7.69935201711112e-12,8.454880069146708e-14,6.282082346232969e-12,2.0932009395840934e-16,1.5886763230084754e-17,1.3312666550948322e-16,-1.1959296059158417e-16,1.8543336944517746e-16,-1.0123720553507527e-16,2.1351461824613709e-16,1.1035236136772961e-13,2.708243443605389e-17,6.781214244512196e-12,7.815035043699499e-09,6.7530085527288956e-12,4.5592099477703285e-07,9.51592787094547e-13,0.00511818386363698,3.972609268472768e-08,0.00014392292619034916,6.444312848390201e-06,2.1524318086654772e-16,2.0335367877471136e-09,1.1739748395783117e-12,1.819268955365118e-16,4.340653644442923e-13,1.3195243613905318e-12,4.9923130671183545e-08,3.4522183215398472e-12,0.7001707113769996,8.55963171573177e-15,1.7969542960167467e-16,-7.367746388468827e-17,2.1979949088225403e-14,3.354515848002055e-15,1.999909177011061e-11,1.2860733074584496e-14,5.449765154229887e-07,3.236445419412682e-11,7.1745780023472316e-12,2.620170052635186e-06,0.21,0.79
0,1.09802846,57,297.19,478.0343468,101724.686,0.406418289,0.2NH3,"CH4: 0.612351787, NH3: 0.387648230",0.013931273671673296,4.653359132589863e-06,1.341095098319011e-09,7.522258924853956e-06,4.2517106913069347e-08,0.1958283496766954,1.1651189927175012e-09,9.417358067537529e-10,1.7150505907557633e-16,1.7830363930200258e-16,4.0764359531817036e-15,2.053656808969824e-16,2.9491671753069963e-12,1.0080931579258796e-10,0.0191459279158056,0.068601272502712,4.657489309671285e-08,7.393007874284278e-09,1.6763553639189654e-11,1.77606150632446e-13,1.4884401595864248e-11,1.8177006543612923e-16,6.968922135328018e-16,2.3008082999573047e-16,7.517662496864363e-17,1.9184469963202942e-16,3.0521300423584295e-16,1.900852826396627e-16,3.0977329717401134e-13,2.9925774343992655e-16,1.6172648106169583e-11,1.0796174445245414e-08,1.3947354996589333e-11,5.858632101951548e-07,1.6622356853038726e-12,0.004889433029916748,3.379947606110985e-08,0.0001457401617579762,6.532998697781893e-06,2.0720082331802223e-16,4.1687889716751725e-09,2.7817104119376627e-12,3.9115755840655567e-16,1.0493371944505847e-12,1.3104660324425167e-12,5.8522062538881705e-08,6.063402297545198e-12,0.6974354261281168,4.9855181303006555e-15,2.075680984568457e-16,3.908355887748946e-16,6.624551104305938e-14,1.1047774286809502e-14,1.875102978499018e-11,2.3032440126202356e-14,6.359349975711083e-07,4.817367205247736e-11,7.112055394237739e-12,2.439025868566537e-06,0.21,0.79
0,1.101303302,66,297.21,478.9139327,101724.686,0.409270326,0.2NH3,"CH4: 0.612351787, NH3: 0.387648231",0.014468243940232236,4.760501264221623e-06,1.3737015925634838e-09,6.794975637972329e-06,4.091197429805902e-08,0.19544114161160808,1.114546516555628e-09,8.896637299813986e-10,1.2836931833535814e-16,1.2882017072617527e-16,4.7363763280282506e-15,1.651694684123061e-16,3.3428692154771347e-12,1.1852268033994108e-10,0.019799122939171458,0.06826883513097345,5.008475115035643e-08,8.14027269781721e-09,1.898498724597781e-11,2.0144595983553862e-13,1.732777523068642e-11,1.3001002713926287e-16,-8.817975078587833e-17,1.1520665892360766e-16,-5.410505972936808e-16,1.223983555779322e-16,-3.4744698254531144e-16,1.3959009915075763e-16,3.696894659159512e-13,7.706986926772373e-17,1.747318455351179e-11,1.111993532569635e-08,1.500968743220041e-11,6.410909291132601e-07,1.6867738817974016e-12,0.004766647095446034,3.1160323311007565e-08,0.0001476629845472553,6.395700092550835e-06,1.5804724708913344e-16,6.27259321704578e-09,4.400192726415368e-12,3.3004668979606404e-16,1.1952524370003304e-12,1.407130634189628e-12,6.26373979346144e-08,6.452697379353092e-12,0.6970865737378114,-4.5117468330517516e-15,1.271787807524694e-16,-1.567894975047766e-16,8.044162571754019e-14,1.3367886665997213e-14,1.868720917300414e-11,2.5254452646381758e-14,6.295386131816953e-07,5.388440421463815e-11,7.150065615558228e-12,2.3367622972166856e-06,0.21,0.79
0,1.144506611,54,297.21,447.7755,101724.686,0.381853677,0.2NH3,"CH4: 0.612351787, NH3: 0.387648232",0.019492628142694337,4.889596209691556e-06,1.423441127296749e-09,2.264332465324499e-06,2.6222324753981642e-08,0.1943473760650612,6.084403198750555e-10,5.001381744448185e-10,-3.328081491848551e-17,-2.5733381881745792e-17,1.7268824886063442e-14,8.371519928629327e-17,9.971091891152472e-12,4.845469404752979e-10,0.0258716672137913,0.06424565716433528,1.043562408581506e-07,2.152488142572289e-08,5.960889838219368e-11,7.736031939512727e-13,7.329738167315518e-11,-2.319161888735947e-17,7.36797561744191e-15,6.921488753175386e-17,1.7012127806542153e-15,-8.605678311848403e-19,7.466581985315198e-16,4.63999744442244e-17,1.6840045335677955e-12,9.938484334985486e-17,2.6793634097799308e-11,1.285495133031862e-08,2.1710545009658868e-11,1.49900340108211e-06,1.4743047818234775e-12,0.00374409250885287,1.5080381612835503e-08,0.00015987778926831534,5.526639898855882e-06,1.811718155351009e-16,8.191843027860272e-08,1.1904710044271174e-10,1.129667371826929e-15,3.851582661635321e-12,3.411478019860204e-12,1.1544353101168302e-07,1.047946085752302e-11,0.6921217899645196,4.255597822751804e-15,1.8010540251317018e-17,4.511153798059338e-16,4.667593622372653e-13,9.44025911404646e-14,2.07846916912011e-11,4.249086060108807e-14,4.917022446400334e-07,1.3552560287099878e-10,8.15339347243677e-12,1.8589627464740677e-06,0.21,0.79
0,1.152092602,60,297.8613145,578.7259567,102071.3232,0.240504456,0.2NH3,"CH4: 0.612351787, NH3: 0.387648233",0.021089810878125594,5.3317037265899986e-06,1.6585567173177672e-09,1.2176880220725062e-06,2.9540991496973887e-08,0.1964162220160058,2.693766667473813e-10,2.6713798841117046e-10,1.980968550341729e-16,2.0009540624881893e-16,6.547203722381199e-15,2.422665211281074e-16,3.5300663093117487e-12,1.4923733865035343e-10,0.02641588798950574,0.06248037411319997,4.710742906561536e-08,7.317895376848876e-09,1.8695021771529474e-11,1.1419783181656088e-13,1.8739354977112992e-11,1.9705100667419295e-16,3.9794333213039713e-16,2.398532899913827e-16,2.5516883833788287e-16,2.128179085656832e-16,2.1190981589610357e-16,2.391324202996342e-16,6.839225099715823e-13,2.911078241932967e-16,3.411838192623927e-11,1.4796354713107494e-08,4.98434909444888e-11,2.108049025101245e-06,2.143479646240987e-12,0.003489306480330223,7.203342141514819e-09,0.00015486586139717786,3.7075883161992516e-06,2.9648908543864066e-16,2.1174543779957506e-08,8.03079648762219e-12,4.329190128293101e-16,1.089366860646073e-12,2.5689027580342725e-12,1.2019864795544233e-07,7.668539638340291e-12,0.6899386827871901,1.4259107905822052e-15,2.0799633649624248e-16,2.5206981004868086e-16,1.1260203758153334e-13,3.5615657103681885e-14,2.6019163831302666e-11,1.051223107925661e-13,3.897277513439513e-07,1.5012498556332649e-10,8.73654555839101e-12,1.8451015196622074e-06,0.21,0.79
0,1.199645936,59,297.6809917,573.1913223,102071.3232,0.231748139,0.2NH3,"CH4: 0.612351787, NH3: 0.387648234",0.028124525399430177,6.888302131164524e-06,2.385999447600201e-09,3.8753938185949594e-07,2.0451180808101066e-08,0.19420417336190937,1.8964219128379632e-10,1.8782755328616364e-10,1.7286229762921667e-16,1.911475649232686e-16,3.544235953469047e-14,3.536121592638607e-16,1.183957865892659e-11,8.17427035434063e-10,0.03291005907615173,0.05840248561768745,9.912844659151572e-08,2.046955170051702e-08,6.10576866843832e-11,5.006970797739604e-13,8.699791021967043e-11,1.6841383594829417e-16,3.277506339589349e-13,2.340481132381707e-15,7.302312863016933e-14,4.875303069312548e-16,1.1435931040641885e-14,5.297308006400372e-16,3.696868852512038e-12,2.2170188530621052e-16,8.581221530589993e-11,1.846381632952654e-08,1.1429698649183111e-10,4.527417571976137e-06,2.4158219971715157e-12,0.0022403062894134776,3.771721244884853e-09,0.00014233700538422733,2.7410456092237813e-06,2.6247826617268993e-15,8.446940886341172e-07,6.521586101519854e-10,1.8174426921484644e-15,3.697412810729928e-12,9.334156377222033e-12,2.0447007138242635e-07,1.365625643289929e-11,0.6839587669350623,3.8697400140687926e-16,1.757217986218831e-16,3.8679458469137886e-16,8.359326432613805e-13,3.0233903421856295e-13,1.952556593411046e-11,2.0290595020335292e-13,2.7598196905617423e-07,3.8098220499711884e-10,9.698161091084131e-12,1.3095410561607412e-06,0.21,0.79
0,1.240922069,46,297.3282392,466.8547619,102071.3232,0.238367546,0.2NH3,"CH4: 0.612351787, NH3: 0.387648235",0.03213972990300489,6.571497324584762e-06,2.866237669994782e-09,1.9406008500612836e-07,1.0981213160580072e-08,0.19250981108179901,2.2708590061485356e-10,1.9406677250256625e-10,2.941593789937874e-16,4.0993470213848465e-16,2.5153873340608936e-13,1.1839622569212636e-15,6.245780216656643e-11,7.78096634355139e-09,0.03724335876850079,0.05622321157541543,3.2268415989261356e-07,1.1055661291721624e-07,3.546632128187845e-10,6.424826386666377e-12,8.279783181932689e-10,2.9432322065612173e-16,5.643547012507278e-10,4.7743899917847574e-12,1.32779088981422e-10,5.930815862232058e-13,3.377844921846656e-11,2.8634437046642746e-15,2.4265438688593532e-11,1.4819607796980155e-15,1.16800717040609e-10,1.7426150722817205e-08,9.74874181918332e-11,7.263188283674677e-06,1.5465526389741574e-12,0.0015545601878499326,3.936456405092681e-09,0.00012862558692989894,2.811051936545038e-06,1.0280685580868815e-14,1.330959675243503e-05,6.00570172308165e-08,2.2408850455076032e-14,2.3258886198631577e-11,6.886234798341461e-11,3.386308304902912e-07,2.4827047713062576e-11,0.6801683858288629,1.4000501865761688e-15,2.83044823822032e-16,5.999199488681562e-17,9.139564521329165e-12,2.88113920510249e-12,1.4240504330846109e-11,1.3950693876211502e-13,1.932658303299099e-07,7.129678866078411e-10,1.1762765956055337e-11,1.0959703509251842e-06,0.21,0.79
0,1.270049456,53,297.3016611,466.1780731,102071.3232,0.233071336,0.2NH3,"CH4: 0.612351787, NH3: 0.387648236",0.03654935094529274,4.312364681149233e-06,1.730623239428333e-09,5.4580141319886795e-08,5.928375239609777e-09,0.1919348059493575,2.2992537585165562e-10,1.7875850868092374e-10,3.305773080467764e-15,3.591824951813902e-15,1.1104665693172404e-12,5.5341295151591085e-15,2.9141250084748454e-10,9.917574259198301e-08,0.0404989491882246,0.053821165585812424,1.4449277805056917e-06,6.582718084055393e-07,1.6697662400084008e-09,9.745069077539883e-11,5.715318207650037e-09,3.3186171590289134e-15,2.6084879202206494e-08,2.4205038336275197e-10,5.9774019663284546e-09,2.1600325021199132e-11,2.0016215635570453e-09,1.4108302573028583e-14,1.08922622589472e-10,1.607207291609229e-14,5.497995875291582e-11,8.01261636951844e-09,2.6346780558305154e-11,1.527420914225488e-05,2.8136104195627976e-13,0.001041274292736758,4.5437809639873666e-09,9.448296134973888e-05,3.711652938092056e-06,6.427433564441945e-15,6.841658712223953e-05,1.9367031039375837e-06,2.0269611779385041e-13,1.2457031566580897e-10,1.763175184621385e-10,5.413618845056401e-07,7.567183017640157e-11,0.6759623994988994,8.51075750124646e-15,3.483790972451875e-15,1.899190476573477e-14,7.32849397306052e-11,1.6116137094863875e-11,8.38341590327299e-12,2.8074370259485403e-14,1.1452852559674136e-07,1.3425544944680908e-09,1.8590340725266067e-11,9.424624311935151e-07,0.21,0.79
0,1.299417509,61,297.8965347,547.8965072,102071.3232,0.203682633,0.2NH3,"CH4: 0.612351787, NH3: 0.387648237",0.041701887056852606,8.301841974350759e-06,5.4509174511220544e-09,2.8273979047191454e-08,4.4618766445752735e-09,0.19093500933107732,1.629596900445373e-10,1.1958966076148617e-10,1.0204544259176662e-17,2.130286548146465e-15,4.340268295968903e-12,4.12358018855765e-15,1.793853487545296e-09,1.4263868001760122e-06,0.0433276206653156,0.05158093900459232,1.174011944366157e-06,4.822513600064512e-07,1.429723507782696e-09,6.163020496518326e-11,5.121219735365569e-09,-8.946436780703432e-17,3.6050554327672193e-07,3.621044983604324e-09,8.856042349984377e-08,3.6469395696491254e-10,3.513558426208887e-08,3.43343201737223e-13,2.876426585084958e-10,8.230657035589383e-14,3.078671892386584e-10,1.4768312113592085e-08,3.528137095745505e-10,4.665723085079959e-05,9.98341565468255e-13,0.0006231015749443977,2.3942139624818115e-09,6.4499184928303e-05,1.758935537508757e-06,2.3051767339417616e-14,0.00021251444490933942,3.974431768222496e-06,5.310098510227696e-13,1.8624389257399122e-10,2.997561749618093e-10,8.100071915629509e-07,6.954023303386152e-11,0.6714884099243056,-3.2806234143463943e-15,2.5693684816557173e-15,9.369271973672922e-13,1.5600161962840256e-10,4.974912069935924e-11,5.4972409881454855e-12,2.224326646819876e-13,5.081289686008361e-08,4.128848817969116e-09,1.0714536958420711e-10,8.247185958866214e-07,0.21,0.79
